municipios,url_municipio,zona_raw,zona_clean,url_zona,indice_vuelta_municipio,cantidad_publicaciones_zona,cantidad_vueltas_zona_sub,titulo,precio,datos,location,url_publicacion,indice_vuelta_zona,indice_vuelta_zona_sub
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Yf Apartamento Se Alquila En Colinas De Valle Arriba Mls 26-12947,US$3.250,"3 habitaciones
5 baños
214 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-957722062-yf-apartamento-se-alquila-en-colinas-de-valle-arriba-mls-26-12947-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Se Alquila Bello Apartamento En Colinas De Valle Arriba Mls 26-2782,US$3.000,"3 habitaciones
3 baños
200 m² cubiertos","Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1002426528-se-alquila-bello-apartamento-en-colinas-de-valle-arriba-mls-26-2782-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,"Exclusivo Ph En Alquiler, En Colinas De Valle Arriba, Muy Cerca De La Embajada Americana. Diseñado Por El Renombrado Arq. Totón Sánchez, En Una Residencia Ganadora Del Premio Nacional De Arquitectura.",US$15.000,"6 habitaciones
8 baños
800 m² cubiertos","F4GG+JR5, Calle F, Caracas 1080, Distrito Capital, Venezuela, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1000788550-exclusivo-ph-en-alquiler-en-colinas-de-valle-arriba-muy-cerca-de-la-embajada-americana-disenado-por-el-renombrado-arq-toton-sanchez-en-una-residencia-ganadora-del-premio-nacional-de-arquitectura-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=8&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Penthouse ( 3 Niveles / Remodelado / Equipado ) Alquiler Colinas De Valle Arriba ( Resd. Cotoperi ) Mls - 26-15661,US$3.800,"4 habitaciones
6 baños
480 m² cubiertos","Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-972318988-penthouse-3-niveles-remodelado-equipado-alquiler-colinas-de-valle-arriba-resd-cotoperi-mls-26-15661-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,"Apartamento En Alquiler En Colinas De Valle Arriba, #26-17150, Josmary Sanjuan",US$10.000,"5 habitaciones
6 baños
800 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-995887544-apartamento-en-alquiler-en-colinas-de-valle-arriba-26-17150-josmary-sanjuan-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Apartamento En Alquiler En Colinas De Valle Arriba #26-17026 Josmary Sanjuan,US$4.000,"4 habitaciones
5 baños
271 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-994535588-apartamento-en-alquiler-en-colinas-de-valle-arriba-26-17026-josmary-sanjuan-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Apartamento En Alquiler En Colinas De Valle Arriba Smb 26-17026 Yfg,US$4.500,"4 habitaciones
4 baños
271 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-988412652-apartamento-en-alquiler-en-colinas-de-valle-arriba-smb-26-17026-yfg-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Sobrio Ph / Elegante / 800 Metros / Ascensor Privado / Alquiler Mls 26-17150 Colinas De Valle Arriba,US$10.000,"5 habitaciones
6 baños
800 m² cubiertos","Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-998897164-sobrio-ph-elegante-800-metros-ascensor-privado-alquiler-mls-26-17150-colinas-de-valle-arriba-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=13&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,"Apartamento En Alquiler En Colinas De Valle Arriba, #26-15661, Josmary Sanjuan",US$3.800,"4 habitaciones
6 baños
480 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-989557636-apartamento-en-alquiler-en-colinas-de-valle-arriba-26-15661-josmary-sanjuan-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=14&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Sq. Apartamento En Alquiler En Colinas De Valle Arriba D26-17689s,US$9.000,"5 habitaciones
5 baños
633 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1002374514-sq-apartamento-en-alquiler-en-colinas-de-valle-arriba-d26-17689s-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=15&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Mls #26-17689 Bello Apartamento En Alquiler.colinas De Valle Arriba. Yelixa Arcia,US$9.000,"5 habitaciones
5 baños
633 m² cubiertos","F4FM+4V6, Calle El Venado, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1003831118-mls-26-17689-bello-apartamento-en-alquilercolinas-de-valle-arriba-yelixa-arcia-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Extraordinario Ph / Arquitectura Espaciosa / 633 Mts / Zona Exclusiva / Alquiler Mls 26-17689 Colinas De Valle Arriba,US$9.000,"5 habitaciones
5 baños
633 m² cubiertos","Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006438968-extraordinario-ph-arquitectura-espaciosa-633-mts-zona-exclusiva-alquiler-mls-26-17689-colinas-de-valle-arriba-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=17&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Exclusivo Ph / 3 Niveles / Acabados Premium / Alquiler Mls 26-15661 Colinas De Valle Arriba,US$3.800,"4 habitaciones
6 baños
480 m² cubiertos","Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1008018684-exclusivo-ph-3-niveles-acabados-premium-alquiler-mls-26-15661-colinas-de-valle-arriba-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=18&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,"En Alquiler Lo Mejor De Colinas De Valle Arriba, Exclusivo Penthouse De 3 Niveles, Muy Cerca De La Embajada Americana Y Con La Mejor Vista De La Ciudad En Todas Sus Áreas",US$12.000,"4 habitaciones
6 baños
415 m² cubiertos","F4FG+6G, Caracas 1080, Capital District, Venezuela, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1000775702-en-alquiler-lo-mejor-de-colinas-de-valle-arriba-exclusivo-penthouse-de-3-niveles-muy-cerca-de-la-embajada-americana-y-con-la-mejor-vista-de-la-ciudad-en-todas-sus-areas-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=19&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,"Apartamento En Alquiler, Urb. Colinas De Valle Arriba",US$3.700,"3 habitaciones
4 baños
281 m² cubiertos","F4FG+6G, Caracas 1080, Capital District, Venezuela, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1007809008-apartamento-en-alquiler-urb-colinas-de-valle-arriba-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=20&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Apartamento En Alquiler Colinas De Valle Arriba Rah Mls26-14960,US$5.000,"3 habitaciones
3 baños
223 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1007043654-apartamento-en-alquiler-colinas-de-valle-arriba-rah-mls26-14960-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=21&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Apartamento En Alquiler En Colinas De Valle Arriba 26-17026 Zs,US$4.500,"4 habitaciones
5 baños
271 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-993183714-apartamento-en-alquiler-en-colinas-de-valle-arriba-26-17026-zs-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=22&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Mls #26-12947 Apartamento En Alquiler Colinas De Valle Arriba Mrdg,US$3.250,"3 habitaciones
5 baños
214 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-961804572-mls-26-12947-apartamento-en-alquiler-colinas-de-valle-arriba-mrdg-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=23&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Ivanna Cod. 26-17026,US$4.500,"4 habitaciones
5 baños
271 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-985202038-ivanna-cod-26-17026-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=24&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Apartamento En Alquiler Colinas De Valle Arriba 26-6984 Ljah,US$1.300,"2 habitaciones
2 baños
70 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-960148530-apartamento-en-alquiler-colinas-de-valle-arriba-26-6984-ljah-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=25&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Nl Apartamento En Alquiler En Colinas De Valle Arriba 26-6984 Yg,US$1.300,"2 habitaciones
2 baños
70 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-775552741-nl-apartamento-en-alquiler-en-colinas-de-valle-arriba-26-6984-yg-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=26&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,"Apartamento En Alquiler, Colinas De Valle Arriba #26-9611",US$2.300,"4 habitaciones
5 baños
331 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-978740502-apartamento-en-alquiler-colinas-de-valle-arriba-26-9611-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=27&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
Caracas - Baruta (central),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-central/_FiltersAvailableSidebar?filter=neighborhood,Clnas. de Valle Arriba,clnas-de-valle-arriba,clnas-de-valle-arriba,1,438,9,Acogedor Apartamento En Alquiler Colinas De Valle Arriba #26-6984 Vi,US$1.300,"2 habitaciones
2 baños
70 m² cubiertos","Colinas De Valle Arriba, Caracas, Clnas. De Valle Arriba, Caracas - Baruta (central), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-991872264-acogedor-apartamento-en-alquiler-colinas-de-valle-arriba-26-6984-vi-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=28&type=item&tracking_id=f0f5784a-d6cf-43bc-99da-b580973083b7&price_drop=not_apply,2,1
